PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, P513
Station name, Point_Sal_CS2007
Begin Date, 2007-03-22
End Date, 2018-09-15
Release Date, 2018-11-17
Source file, P513.pbo.nam08.pos
Offset from source file, 136.03 mm North, -110.29 mm East, -3.07 mm Vertical
Reference position, 34.9072632191 North Latitude, -120.650172862 East Longitude, 284.58671 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2009-08-14,85.64, -68.73, 1.01, 1.22, 1.13, 4.69, repro,
2009-08-15,85.34, -69.20, -1.25, 1.17, 1.08, 4.49, repro,
2009-08-16,86.41, -68.98, -2.16, 1.03, 0.96, 4.02, repro,
2009-08-17,86.28, -69.54, 0.15, 1.04, 0.96, 4.02, repro,
2009-08-18,86.15, -69.77, 2.11, 1.27, 1.15, 4.82, repro,
2009-08-19,85.71, -69.34, 0.21, 1.22, 1.13, 4.75, repro,
2009-08-20,85.33, -68.33, 3.12, 1.47, 1.34, 5.67, repro,
2009-08-21,85.13, -69.19, 2.41, 1.23, 1.16, 4.79, repro,
2009-08-22,86.53, -69.39, 0.12, 1.64, 1.49, 6.34, repro,
2009-08-23,86.83, -70.70, -2.27, 2.11, 1.89, 8.15, repro,
2009-08-24,86.28, -69.69, -0.74, 1.2, 1.16, 4.68, repro,
2009-08-25,85.58, -70.61, -0.42, 1.09, 1.05, 4.2, repro,
2009-08-26,86.31, -69.62, -4.39, 1.06, 1.03, 4.1, repro,
2009-08-27,86.90, -69.14, -3.29, 1.24, 1.19, 4.83, repro,
2009-08-28,86.42, -69.64, -6.57, 1.16, 1.11, 4.47, repro,
2009-08-29,87.02, -69.17, -3.32, 1.13, 1.08, 4.35, repro,
2009-08-30,87.12, -69.74, 1.13, 1.25, 1.2, 4.8, repro,
2009-08-31,86.24, -70.60, -3.66, 1.16, 1.11, 4.46, repro,
2009-09-01,85.98, -69.69, 2.35, 1.17, 1.12, 4.48, repro,
2009-09-02,86.63, -69.67, 1.43, 1.43, 1.34, 5.47, repro,
2009-09-03,88.18, -70.22, -3.27, 1.17, 1.11, 4.49, repro,
2009-09-04,86.80, -69.41, 3.52, 1.28, 1.23, 4.95, repro,
2009-09-05,86.33, -70.46, -5.46, 1.27, 1.21, 4.91, repro,
2009-09-06,86.44, -71.18, -0.14, 1.28, 1.21, 5.03, repro,
2009-09-07,87.07, -70.96, -2.30, 1.26, 1.17, 4.84, repro,
2009-09-08,87.18, -71.05, -0.24, 1.36, 1.27, 5.24, repro,
2009-09-09,88.00, -70.55, -6.80, 1.34, 1.25, 5.24, repro,
2009-09-10,87.68, -71.13, -4.49, 1.1, 1.05, 4.32, repro,
2009-09-11,87.61, -71.26, -4.95, 1.17, 1.11, 4.54, repro,
2009-09-12,87.78, -71.33, -2.05, 1.27, 1.2, 4.95, repro,
2009-09-13,87.77, -71.68, -0.99, 1.16, 1.09, 4.55, repro,
2009-09-14,87.66, -71.59, -0.81, 1.55, 1.42, 5.95, repro,
2009-09-15,87.76, -70.72, 0.49, 1.24, 1.16, 4.82, repro,
2009-09-16,86.80, -71.58, -2.97, 1.15, 1.08, 4.48, repro,
2009-09-17,88.02, -71.48, -2.82, 1.16, 1.09, 4.5, repro,
2009-09-18,88.87, -72.46, -1.27, 1.12, 1.07, 4.34, repro,
2009-09-19,88.86, -72.04, -0.17, 1.09, 1.02, 4.22, repro,
2009-09-20,88.54, -71.99, 1.65, 1.18, 1.14, 4.55, repro,
2009-09-21,89.13, -72.12, -5.46, 1.1, 1.01, 4.27, repro,
2009-09-22,89.10, -72.43, -3.90, 1.24, 1.14, 4.75, repro,
2009-09-23,89.73, -71.87, -6.66, 1.16, 1.06, 4.41, repro,
2009-09-24,89.43, -71.98, -3.07, 1.1, 1.01, 4.23, repro,
2009-09-25,89.74, -72.26, -1.76, 1.05, 0.95, 4.01, repro,
2009-09-26,89.73, -72.36, -1.62, 1.11, 1.02, 4.25, repro,
2009-09-27,89.93, -72.37, -0.20, 1.02, 0.93, 3.92, repro,
2009-09-28,89.85, -72.79, -0.43, 1.23, 1.11, 4.7, repro,
2009-09-29,88.24, -73.81, 0.36, 1.28, 1.17, 4.83, repro,
2009-09-30,89.14, -72.78, -1.93, 1.42, 1.29, 5.38, repro,
2009-10-01,88.80, -72.69, -0.05, 1.22, 1.11, 4.65, repro,
2009-10-02,89.78, -72.64, -0.16, 1.18, 1.07, 4.49, repro,
2009-10-03,89.82, -73.53, 2.17, 1.22, 1.1, 4.63, repro,
2009-10-04,87.79, -73.19, -0.48, 1.3, 1.19, 4.96, repro,
2009-10-05,90.07, -72.57, -1.06, 1.15, 1.06, 4.43, repro,
2009-10-06,90.12, -72.80, -0.23, 1.01, 0.94, 3.9, repro,
2009-10-07,90.06, -73.27, -0.55, 1, 0.92, 3.86, repro,
2009-10-08,89.32, -73.19, -0.09, 1.13, 1.02, 4.31, repro,
2009-10-09,89.85, -73.25, -3.66, 0.98, 0.9, 3.78, repro,
2009-10-10,90.36, -73.62, -3.67, 1.03, 0.95, 4, repro,
2009-10-11,90.09, -73.05, -2.32, 1.09, 1, 4.18, repro,
2009-10-12,91.35, -73.53, -2.32, 1.33, 1.21, 5.1, repro,
2009-10-13,92.72, -72.19, 0.76, 1.58, 1.43, 6.05, repro,
2009-10-14,91.96, -73.31, 3.04, 1.74, 1.57, 6.61, repro,
2009-10-15,90.89, -73.38, -1.42, 1.3, 1.21, 5.03, repro,
2009-10-16,90.30, -72.89, -10.05, 1.33, 1.22, 5.04, repro,
2009-10-17,91.49, -74.28, -3.37, 1.24, 1.15, 4.79, repro,
2009-10-18,91.54, -73.95, -0.58, 1.34, 1.23, 5.13, repro,
2009-10-19,91.56, -75.20, 0.32, 1.43, 1.31, 5.44, repro,
2009-10-20,90.66, -74.39, -2.68, 1.26, 1.16, 4.83, repro,
2009-10-21,89.52, -74.85, -5.83, 1.35, 1.25, 5.19, repro,
2009-10-22,90.91, -73.75, -6.47, 1.33, 1.24, 5.17, repro,
2009-10-23,91.39, -73.79, -3.10, 1.27, 1.17, 4.91, repro,
2009-10-24,91.10, -74.24, 1.64, 1.26, 1.17, 4.9, repro,
2009-10-25,91.49, -75.14, 1.53, 1.32, 1.2, 5.09, repro,
2009-10-26,92.51, -74.30, -0.84, 1.16, 1.08, 4.5, repro,
2009-10-27,92.29, -75.20, 6.00, 1.49, 1.35, 5.74, repro,
2009-10-28,91.64, -75.04, 6.05, 1.16, 1.08, 4.55, repro,
2009-10-29,93.02, -74.65, 1.74, 1.05, 0.98, 4.1, repro,
2009-10-30,93.44, -73.12, 1.51, 1.15, 1.06, 4.45, repro,
2009-10-31,93.38, -73.97, -1.16, 1.19, 1.1, 4.61, repro,
2009-11-01,92.97, -74.80, -3.51, 1.16, 1.07, 4.47, repro,
2009-11-02,93.46, -74.27, -5.68, 1.09, 1, 4.17, repro,
2009-11-03,93.23, -74.82, -2.22, 1.05, 0.97, 4.05, repro,
2009-11-04,93.36, -74.97, -3.37, 1.04, 0.97, 4.06, repro,
2009-11-05,93.67, -75.09, -4.38, 1.1, 1.02, 4.27, repro,
2009-11-06,93.50, -76.00, -1.65, 1.25, 1.16, 4.85, repro,
2009-11-07,93.21, -76.14, -2.78, 1.32, 1.22, 5.13, repro,
2009-11-08,92.62, -76.36, -2.38, 1.5, 1.38, 5.84, repro,
2009-11-09,93.89, -75.05, 0.07, 1.04, 0.96, 4.05, repro,
2009-11-10,94.28, -76.05, -0.43, 1.05, 0.99, 4.12, repro,
2009-11-11,94.21, -75.92, -2.97, 1.24, 1.14, 4.85, repro,
2009-11-12,94.44, -76.73, 1.41, 1.47, 1.37, 5.71, repro,
2009-11-13,94.66, -76.30, 2.83, 1.17, 1.08, 4.55, repro,
2009-11-14,95.29, -75.74, -2.96, 1.18, 1.08, 4.56, repro,
2009-11-15,94.52, -75.67, -6.38, 1.16, 1.08, 4.51, repro,
2009-11-16,95.22, -75.33, -2.64, 1.02, 0.94, 3.96, repro,
2009-11-17,95.03, -76.10, 3.10, 1.04, 0.94, 4.02, repro,
2009-11-18,93.06, -76.19, 1.42, 1.5, 1.39, 5.81, repro,
2009-11-19,94.34, -75.84, -0.71, 1.22, 1.13, 4.73, repro,
2009-11-20,95.01, -76.97, -4.11, 1.12, 1.04, 4.37, repro,
2009-11-21,95.56, -77.87, -0.26, 1.29, 1.18, 5, repro,
2009-11-22,94.80, -76.99, 2.82, 1.27, 1.16, 4.9, repro,
2009-11-23,93.41, -78.49, -7.80, 1.38, 1.26, 5.36, repro,
2009-11-24,95.13, -77.40, -5.07, 1.01, 0.93, 3.89, repro,
2009-11-25,95.20, -77.16, 0.19, 1.1, 1.01, 4.24, repro,
2009-11-26,95.09, -77.44, -3.09, 1, 0.94, 3.88, repro,
2009-11-27,94.26, -77.84, -1.04, 1.22, 1.16, 4.74, repro,
2009-11-28,94.73, -77.73, 1.78, 1.22, 1.13, 4.68, repro,
2009-11-29,96.18, -76.95, -8.07, 1.17, 1.09, 4.52, repro,
2009-11-30,96.28, -78.01, -2.63, 0.95, 0.89, 3.68, repro,
2009-12-01,95.77, -77.87, -0.67, 1.03, 0.96, 3.99, repro,
2009-12-02,95.71, -77.96, -2.09, 1.04, 0.97, 4.03, repro,
2009-12-03,95.91, -77.68, -5.10, 1.08, 1.01, 4.22, repro,
2009-12-04,96.50, -77.22, -1.71, 1, 0.94, 3.91, repro,
2009-12-05,95.54, -77.72, -2.94, 1.18, 1.08, 4.62, repro,
2009-12-06,95.63, -77.38, -1.60, 1.06, 0.97, 4.12, repro,
2009-12-07,96.38, -78.66, -1.14, 1.37, 1.25, 5.31, repro,
2009-12-08,95.75, -78.47, -2.28, 1.21, 1.11, 4.72, repro,
2009-12-09,97.28, -77.39, 1.00, 1.12, 1.05, 4.4, repro,
2009-12-10,95.77, -77.88, -0.84, 1.39, 1.25, 5.36, repro,
2009-12-11,99.88, -78.71, -4.98, 1.71, 1.57, 6.62, repro,
2009-12-12,99.73, -78.67, -10.77, 1.72, 1.56, 6.73, repro,
2009-12-13,96.56, -78.89, -1.24, 1.5, 1.35, 5.86, repro,
2009-12-14,96.87, -77.57, -4.06, 1.15, 1.04, 4.42, repro,
2009-12-15,97.96, -78.27, -8.00, 1.15, 1.04, 4.47, repro,
2009-12-16,97.76, -79.47, -5.05, 1.23, 1.13, 4.78, repro,
2009-12-17,97.16, -78.82, -9.72, 1.34, 1.22, 5.17, repro,
2009-12-18,97.77, -78.85, -4.66, 1.44, 1.3, 5.56, repro,
2009-12-19,98.19, -77.56, -4.12, 1.24, 1.15, 4.82, repro,
2009-12-20,98.36, -78.27, -6.01, 1.23, 1.13, 4.73, repro,
2009-12-21,98.31, -78.14, -4.51, 1.4, 1.29, 5.39, repro,
2009-12-22,96.24, -79.90, -1.12, 1.6, 1.44, 6.12, repro,
2009-12-23,97.79, -78.48, -5.63, 1.16, 1.05, 4.5, repro,
2009-12-24,98.22, -78.40, -4.69, 0.99, 0.9, 3.9, repro,
2009-12-25,98.43, -78.64, -1.41, 0.98, 0.89, 3.87, repro,
2009-12-26,98.24, -78.98, -6.25, 1.36, 1.24, 5.26, repro,
2009-12-27,98.64, -77.84, -2.62, 1.27, 1.15, 4.95, repro,
2009-12-28,98.33, -78.17, -6.20, 1.14, 1.04, 4.45, repro,
2009-12-29,97.86, -78.75, -0.66, 1.08, 0.98, 4.22, repro,
2009-12-30,98.16, -78.95, -1.38, 1.28, 1.15, 5.01, repro,
2009-12-31,98.67, -78.86, -1.87, 1.23, 1.11, 4.78, repro,
2010-01-01,98.78, -77.81, -5.76, 1.33, 1.2, 5.17, repro,
2010-01-02,98.29, -78.90, -8.25, 1.46, 1.31, 5.7, repro,
2010-01-03,99.51, -78.43, -0.13, 1.1, 1, 4.34, repro,
2010-01-04,99.25, -79.00, -5.19, 1.11, 1, 4.35, repro,
2010-01-05,99.15, -79.51, -3.66, 1.21, 1.08, 4.69, repro,
2010-01-06,99.30, -79.41, -2.65, 1.12, 1.01, 4.4, repro,
2010-01-07,100.12, -79.54, -3.22, 1.09, 0.98, 4.3, repro,
2010-01-08,99.37, -79.78, -3.20, 1.3, 1.15, 4.99, repro,
2010-01-09,100.61, -79.44, -7.67, 1.18, 1.08, 4.63, repro,
2010-01-10,99.44, -79.17, -10.11, 1.24, 1.12, 4.76, repro,
2010-01-11,100.43, -79.36, -7.00, 1.06, 0.98, 4.1, repro,
2010-01-12,99.92, -80.53, -2.66, 1.32, 1.21, 5.1, repro,
2010-01-13,97.61, -81.65, 4.26, 2.12, 1.9, 8.11, repro,
2010-01-14,99.22, -79.54, -9.97, 1.34, 1.26, 5.29, repro,
2010-01-15,101.49, -80.04, -2.63, 1.14, 1.05, 4.36, repro,
2010-01-16,101.36, -80.18, -0.56, 1.33, 1.21, 5.06, repro,
2010-01-17,101.42, -80.68, -3.62, 1.25, 1.14, 4.76, repro,
2010-01-18,101.98, -81.44, -0.13, 1.65, 1.49, 6.26, repro,
2010-01-19,101.30, -81.93, 5.44, 1.5, 1.35, 5.67, repro,
2010-01-20,100.98, -82.22, 1.82, 1.87, 1.66, 7.15, repro,
2010-01-21,101.74, -81.07, -1.12, 1.57, 1.42, 6, repro,
2010-01-22,101.04, -81.53, 3.91, 1.46, 1.33, 5.57, repro,
2010-01-23,101.87, -80.40, -2.79, 1.18, 1.09, 4.48, repro,
2010-01-24,101.99, -79.78, -5.25, 1.15, 1.06, 4.35, repro,
2010-01-25,102.64, -80.50, -7.36, 1.33, 1.22, 5.14, repro,
2010-01-26,103.74, -82.23, -8.57, 1.4, 1.27, 5.23, repro,
2010-01-27,103.55, -80.57, -6.17, 1.15, 1.06, 4.37, repro,
2010-01-28,102.78, -80.73, -6.46, 1.21, 1.13, 4.64, repro,
2010-01-29,103.04, -81.80, -9.09, 1.29, 1.17, 4.87, repro,
2010-01-30,102.69, -80.44, -5.83, 1.32, 1.2, 5.02, repro,
2010-01-31,102.30, -81.58, -6.57, 1.26, 1.14, 4.76, repro,
2010-02-01,103.52, -81.18, -1.41, 1.34, 1.21, 5.07, repro,
2010-02-02,102.84, -81.05, -2.69, 1.24, 1.1, 4.75, repro,
2010-02-03,102.72, -80.89, 0.55, 1.06, 0.97, 4.06, repro,
2010-02-04,103.76, -81.90, -0.98, 1.27, 1.22, 4.88, repro,
2010-02-05,104.06, -81.15, -3.18, 1.78, 1.63, 6.86, repro,
2010-02-06,104.09, -82.55, -2.36, 1.59, 1.47, 6.06, repro,
2010-02-07,103.51, -81.05, -0.23, 1.37, 1.27, 5.19, repro,
2010-02-08,103.97, -81.97, -5.12, 1.11, 1.02, 4.19, repro,
2010-02-09,103.57, -82.41, 6.79, 1.64, 1.47, 6.17, repro,
2010-02-10,105.51, -81.66, -6.84, 1.28, 1.2, 4.9, repro,
2010-02-11,102.96, -82.36, -5.22, 1.14, 1.07, 4.34, repro,
2010-02-12,104.63, -81.13, -4.02, 1.24, 1.16, 4.76, repro,
2010-02-13,101.60, -82.18, -6.04, 1.33, 1.24, 5.11, repro,
2010-02-14,104.76, -81.45, -4.58, 1.15, 1.08, 4.44, repro,
2010-02-15,103.08, -82.97, 0.30, 1.24, 1.15, 4.74, repro,
2010-02-16,104.13, -81.88, -5.93, 1.09, 0.99, 4.2, repro,
2010-02-17,104.56, -82.31, -4.93, 1.09, 0.98, 4.14, repro,
2010-02-18,104.79, -83.10, -8.24, 1.05, 0.95, 4.01, repro,
2010-02-19,104.65, -82.77, -4.11, 1.29, 1.16, 4.94, repro,
2010-02-20,104.89, -83.31, -5.24, 1.29, 1.2, 4.99, repro,
2010-02-21,102.83, -81.06, -1.42, 1.38, 1.28, 5.26, repro,
2010-02-22,104.45, -82.05, -6.11, 1.34, 1.24, 5.15, repro,
2010-02-23,105.60, -82.94, -7.28, 1.28, 1.17, 4.84, repro,
2010-02-24,105.84, -83.38, -1.65, 1.52, 1.36, 5.7, repro,
2010-02-25,105.12, -83.76, -4.38, 1.17, 1.08, 4.5, repro,
2010-02-26,105.81, -82.93, -4.23, 1.38, 1.27, 5.36, repro,
2010-02-27,107.44, -83.97, 2.66, 1.84, 1.65, 6.98, repro,
2010-02-28,105.24, -83.09, -4.98, 1.2, 1.09, 4.56, repro,
2010-03-01,106.63, -83.85, -1.19, 1.27, 1.15, 4.79, repro,
2010-03-02,108.30, -84.76, -5.12, 1.59, 1.44, 6.05, repro,
2010-03-03,106.86, -83.50, -4.33, 1.35, 1.2, 5.08, repro,
2010-03-04,107.63, -84.10, 0.32, 1.37, 1.24, 5.13, repro,
2010-03-05,106.52, -83.60, -1.67, 1.11, 1, 4.2, repro,
2010-03-06,107.32, -84.47, -6.47, 1.56, 1.37, 5.9, repro,
2010-03-07,105.99, -84.27, -4.83, 1.15, 1.03, 4.34, repro,
2010-03-08,106.46, -83.97, -5.02, 1.13, 1.01, 4.26, repro,
2010-03-09,106.94, -84.78, -2.55, 1.42, 1.25, 5.28, repro,
2010-03-10,106.70, -84.75, -3.54, 1.25, 1.13, 4.7, repro,
2010-03-11,107.13, -84.04, -4.73, 1.21, 1.07, 4.55, repro,
2010-03-12,106.75, -84.93, -4.02, 1.11, 0.99, 4.2, repro,
2010-03-13,105.93, -83.64, -4.41, 1.34, 1.18, 5.03, repro,
2010-03-14,107.57, -85.79, -3.83, 1.22, 1.08, 4.58, repro,
2010-03-15,107.63, -84.32, -8.13, 1.01, 0.9, 3.82, repro,
2010-03-16,108.03, -84.71, -6.19, 1.06, 0.94, 3.98, repro,
2010-03-17,107.94, -84.65, -7.65, 1.1, 0.98, 4.13, repro,
2010-03-18,107.55, -84.66, -6.10, 1.32, 1.16, 4.97, repro,
2010-03-19,107.61, -84.80, -5.61, 1.27, 1.11, 4.74, repro,
2010-03-20,108.90, -84.96, -10.38, 1.02, 0.91, 3.84, repro,
2010-03-21,108.99, -84.92, -7.49, 1.08, 0.95, 4.04, repro,
2010-03-22,107.69, -85.82, -8.19, 1.3, 1.14, 4.86, repro,
2010-03-23,107.77, -83.65, -7.03, 1.24, 1.08, 4.61, repro,
2010-03-24,108.30, -85.43, -1.61, 1.11, 0.97, 4.15, repro,
2010-03-25,108.55, -85.48, -7.87, 1.21, 1.05, 4.51, repro,
2010-03-26,107.94, -85.25, -0.03, 1.31, 1.14, 4.89, repro,
2010-03-27,109.66, -85.47, -7.39, 1.23, 1.07, 4.58, repro,
2010-03-28,109.86, -85.82, -4.75, 1.12, 0.97, 4.16, repro,
2010-03-29,109.65, -86.48, -1.39, 1.21, 1.06, 4.58, repro,
2010-03-30,108.81, -86.18, -3.00, 1.77, 1.48, 6.49, repro,
2010-03-31,108.20, -86.13, -0.66, 1.5, 1.31, 5.52, repro,
2010-04-01,108.40, -86.94, -3.17, 1.19, 1.04, 4.41, repro,
2010-04-02,109.20, -86.58, -1.50, 1.22, 1.08, 4.55, repro,
2010-04-03,109.64, -86.70, -1.29, 1.25, 1.09, 4.6, repro,
2010-04-04,110.34, -86.43, -1.73, 1.22, 1.07, 4.51, repro,
2010-04-05,109.93, -87.34, -2.10, 1.36, 1.19, 5.03, repro,
2010-04-06,110.21, -87.23, -6.13, 1.26, 1.09, 4.6, repro,
2010-04-07,110.79, -87.27, -4.28, 1.3, 1.14, 4.86, repro,
2010-04-08,110.18, -87.87, -4.42, 1.14, 0.99, 4.23, repro,
2010-04-09,110.24, -88.42, -4.05, 1.25, 1.05, 4.58, repro,
2010-04-10,112.05, -86.78, -6.61, 1.25, 1.07, 4.6, repro,
2010-04-11,112.66, -87.31, -9.18, 1.35, 1.16, 5.01, repro,
2010-04-12,111.41, -88.20, -3.05, 1.86, 1.57, 6.82, repro,
2010-04-13,111.11, -88.19, -7.24, 1.2, 1.04, 4.43, repro,
2010-04-14,110.63, -88.38, -5.07, 1.1, 0.95, 4.07, repro,
2010-04-15,110.52, -87.80, -3.77, 1.16, 1.01, 4.33, repro,
2010-04-16,109.31, -87.86, -12.13, 1.36, 1.19, 5.04, repro,
2010-04-17,110.14, -88.30, -8.96, 1.18, 1.05, 4.38, repro,
2010-04-18,111.56, -88.34, -8.73, 1.14, 1.02, 4.23, repro,
2010-04-19,111.00, -89.36, -3.40, 1.26, 1.12, 4.67, repro,
2010-04-20,110.37, -90.36, -8.77, 1.45, 1.29, 5.38, repro,
2010-04-21,109.65, -88.32, -0.27, 1.53, 1.33, 5.64, repro,
2010-04-22,109.70, -89.13, -2.11, 1.21, 1.09, 4.48, repro,
2010-04-23,111.61, -88.12, -0.20, 1.06, 0.94, 3.89, repro,
2010-04-24,111.80, -88.09, 0.24, 1.07, 0.96, 3.96, repro,
2010-04-25,110.75, -88.41, -6.51, 1.29, 1.14, 4.8, repro,
2010-04-26,111.65, -88.75, -0.31, 1.29, 1.14, 4.81, repro,
2010-04-27,111.78, -88.36, -5.78, 1.33, 1.15, 4.89, repro,
2010-04-28,111.42, -88.57, 1.60, 1.22, 1.08, 4.51, repro,
2010-04-29,111.37, -88.56, 2.78, 1.26, 1.12, 4.62, repro,
2010-04-30,111.51, -88.26, 4.60, 1.24, 1.09, 4.55, repro,
2010-05-01,111.37, -88.14, -4.27, 1.23, 1.08, 4.52, repro,
2010-05-02,111.98, -89.74, 0.19, 1.17, 1.02, 4.28, repro,
2010-05-03,113.28, -89.11, -3.89, 1.04, 0.93, 3.87, repro,
2010-05-04,112.67, -88.21, -1.92, 1.32, 1.15, 4.86, repro,
2010-05-05,112.01, -88.83, 3.72, 1.21, 1.07, 4.45, repro,
2010-05-06,111.79, -89.87, 0.35, 1.15, 1.01, 4.23, repro,
2010-05-07,111.13, -89.40, -0.02, 1.09, 0.97, 4.03, repro,
2010-05-08,112.08, -90.29, -0.72, 1.13, 1, 4.17, repro,
2010-05-09,111.27, -89.26, -4.36, 1.3, 1.15, 4.79, repro,
2010-05-10,112.17, -90.43, -2.32, 1.18, 1.05, 4.34, repro,
2010-05-11,111.94, -88.89, 0.09, 1.4, 1.22, 5.09, repro,
2010-05-12,112.72, -90.62, -1.55, 1.18, 1.03, 4.33, repro,
2010-05-13,113.00, -90.25, 1.10, 1.13, 1.01, 4.18, repro,
2010-05-14,113.71, -89.90, -2.13, 1.21, 1.07, 4.36, repro,
2010-05-15,113.43, -89.93, 0.22, 1.16, 1.04, 4.28, repro,
2010-05-16,113.61, -90.69, 3.22, 1.09, 0.98, 4.05, repro,
2010-05-17,113.59, -91.13, -2.57, 1.52, 1.35, 5.66, repro,
2010-05-18,114.21, -89.84, 3.75, 1.31, 1.18, 4.84, repro,
2010-05-19,113.39, -90.42, 0.02, 1.25, 1.14, 4.71, repro,
2010-05-20,112.83, -90.62, -1.44, 1.37, 1.24, 5.14, repro,
2010-05-21,113.97, -91.13, 1.83, 1.25, 1.14, 4.71, repro,
2010-05-22,113.47, -90.44, 9.66, 1.2, 1.1, 4.5, repro,
2010-05-23,112.72, -90.15, 5.70, 1.29, 1.17, 4.76, repro,
2010-05-24,112.97, -90.96, 2.68, 1.43, 1.33, 5.27, repro,
2010-05-25,114.83, -90.94, 2.39, 1.25, 1.14, 4.64, repro,
2010-05-26,114.40, -90.46, -2.45, 1.37, 1.24, 5.08, repro,
2010-05-27,114.97, -90.91, 5.21, 1.31, 1.18, 4.81, repro,
2010-05-28,114.70, -90.15, 3.36, 1.25, 1.14, 4.65, repro,
2010-05-29,113.09, -91.13, -7.39, 1.33, 1.21, 4.94, repro,
2010-05-30,115.63, -91.66, -7.15, 1.19, 1.09, 4.47, repro,
2010-05-31,115.13, -92.04, -3.51, 1.16, 1.06, 4.33, repro,
2010-06-01,113.17, -92.22, -3.75, 1.32, 1.2, 4.92, repro,
2010-06-02,115.64, -91.25, -0.83, 1.19, 1.08, 4.43, repro,
2010-06-03,114.87, -92.02, -2.49, 1.33, 1.23, 4.96, repro,
2010-06-04,116.84, -92.71, -3.55, 1.35, 1.25, 5.04, repro,
2010-06-05,117.09, -91.68, -2.32, 1.26, 1.16, 4.68, repro,
2010-06-06,116.72, -91.18, -5.02, 1.24, 1.14, 4.59, repro,
2010-06-07,115.19, -92.40, -2.81, 1.54, 1.4, 5.71, repro,
2010-06-08,114.95, -92.77, -0.80, 1.39, 1.28, 5.18, repro,
2010-06-09,115.32, -93.50, 1.35, 1.55, 1.4, 5.75, repro,
2010-06-10,113.99, -91.84, 1.83, 1.59, 1.45, 5.94, repro,
2010-06-11,115.78, -93.37, -1.39, 1.32, 1.2, 4.87, repro,
2010-06-12,117.05, -92.78, -0.90, 1.29, 1.18, 4.76, repro,
2010-06-13,115.88, -92.06, -0.29, 1.19, 1.08, 4.36, repro,
2010-06-14,116.04, -92.46, -1.14, 1.12, 1.03, 4.16, repro,
2010-06-15,115.87, -92.01, 1.52, 1.2, 1.1, 4.46, repro,
2010-06-16,114.74, -92.95, 0.17, 1.12, 1.03, 4.18, repro,
2010-06-17,116.86, -93.43, -0.72, 1.08, 0.99, 4.02, repro,
2010-06-18,115.39, -93.43, -2.14, 1.2, 1.1, 4.46, repro,
2010-06-19,114.64, -92.87, -1.31, 1.21, 1.1, 4.48, repro,
2010-06-20,115.26, -93.41, -0.64, 1.17, 1.09, 4.38, repro,
2010-06-21,117.24, -92.25, -0.87, 1.23, 1.12, 4.57, repro,
2010-06-22,116.90, -92.60, -2.28, 1.15, 1.14, 4.3, repro,
2010-06-23,117.29, -93.40, -3.64, 1.11, 1.03, 4.14, repro,
2010-06-24,117.02, -93.49, -6.74, 1.23, 1.16, 4.62, repro,
2010-06-25,116.59, -93.63, -4.71, 1.47, 1.36, 5.5, repro,
2010-06-26,116.54, -94.51, -2.88, 1.29, 1.21, 4.8, repro,
2010-06-27,116.88, -93.97, -0.37, 1.16, 1.1, 4.36, repro,
2010-06-28,117.90, -93.92, -1.65, 1.39, 1.29, 5.18, repro,
2010-06-29,117.82, -94.40, 1.18, 1.38, 1.29, 5.18, repro,
2010-06-30,118.16, -94.56, 2.11, 1.44, 1.34, 5.39, repro,
2010-07-01,117.86, -96.20, 1.65, 1.42, 1.33, 5.35, repro,
2010-07-02,116.77, -95.11, 1.67, 1.29, 1.21, 4.84, repro,
2010-07-03,118.73, -94.42, 2.94, 1.27, 1.2, 4.78, repro,
2010-07-04,118.87, -94.82, 1.83, 1.12, 1.07, 4.25, repro,
2010-07-05,118.62, -95.45, 2.05, 1.05, 1, 3.96, repro,
2010-07-06,119.39, -94.71, -0.01, 1.13, 1.07, 4.23, repro,
2010-07-07,118.30, -95.30, -0.54, 1.37, 1.3, 5.09, repro,
2010-07-08,118.61, -95.73, -1.38, 1.19, 1.13, 4.52, repro,
2010-07-09,118.63, -96.12, -1.65, 1.41, 1.32, 5.32, repro,
2010-07-10,119.90, -95.51, 0.76, 1.42, 1.34, 5.35, repro,
2010-07-11,120.98, -96.61, 1.23, 2.08, 1.83, 7.76, repro,
2010-07-12,118.19, -95.60, -0.28, 1.96, 1.76, 7.38, repro,
2010-07-13,119.14, -95.12, -0.01, 1.27, 1.2, 4.8, repro,
2010-07-14,120.21, -95.95, -1.65, 1.25, 1.19, 4.7, repro,
2010-07-15,120.29, -96.55, -8.43, 1.27, 1.19, 4.75, repro,
2010-07-16,120.38, -97.15, -2.33, 1.74, 1.6, 6.59, repro,
2010-07-17,119.18, -97.17, -1.44, 1.24, 1.17, 4.64, repro,
2010-07-18,119.90, -96.40, -3.50, 1.22, 1.16, 4.57, repro,
2010-07-19,120.15, -97.05, -5.86, 1.32, 1.24, 4.97, repro,
2010-07-20,120.70, -97.05, -3.11, 1.17, 1.1, 4.39, repro,
2010-07-21,120.55, -96.74, -2.49, 1.07, 1.01, 4.01, repro,
2010-07-22,120.64, -97.76, -4.91, 1.13, 1.06, 4.21, repro,
2010-07-23,121.70, -97.36, 0.64, 1.56, 1.44, 5.87, repro,
